,utterance,prompt,bigscience/T0pp
535,How Do I Transfer Money Using A Credit Card?,Considering this utterance: How Do I Transfer Money Using A Credit Card? What is the intent that best describes it?,Finance and Business.seoquestion
536,Can I Give My Friends Access To My Account So They Can Top It Up For Me?,Considering this utterance: Can I Give My Friends Access To My Account So They Can Top It Up For Me? What is the intent that best describes it?,add credits to an account for another person to use
537,"I Did A Top-Up, But I'M Not Seeing It In My Wallet Yet.","Considering this utterance: I Did A Top-Up, But I'M Not Seeing It In My Wallet Yet. What is the intent that best describes it?",see how it goes in money I had in my wallet
538,"I Know I Entered The Right Info, But My Top Up Isn'T In My Balance","Considering this utterance: I Know I Entered The Right Info, But My Top Up Isn'T In My Balance What is the intent that best describes it?",Try Again? Maybe the user's balance has changed between the time the top-up was made and the moment of the failed payment.
539,Will My Friend Be Able To Top Off My Account?,Considering this utterance: Will My Friend Be Able To Top Off My Account? What is the intent that best describes it?,make money by selling the friend a membership
540,Is There A Way To Transfer Funds Directly From My Card?,Considering this utterance: Is There A Way To Transfer Funds Directly From My Card? What is the intent that best describes it?,Direct transfer is used by some financial institutions.
541,Why Isn'T My Top Up Showing On My Wallet?,Considering this utterance: Why Isn'T My Top Up Showing On My Wallet? What is the intent that best describes it?,show me my balance and top up my cash
542,"I Tried To Top Up Using My Card, But Now The Money Just Disappeared!","Considering this utterance: I Tried To Top Up Using My Card, But Now The Money Just Disappeared! What is the intent that best describes it?",Tell someone about your experience with them and their poor service
543,Help Me Transfer Money To My Credit Card.,Considering this utterance: Help Me Transfer Money To My Credit Card. What is the intent that best describes it?,a request for payment to be deposited into he bank
544,I Tried To Use My Card To Top Up But All Of The Money Has Disappeared.,Considering this utterance: I Tried To Use My Card To Top Up But All Of The Money Has Disappeared. What is the intent that best describes it?,Describe the card's behavior in a confusing or misleading way
545,Is It Possible To Use My Credit Card To Transfer Money?,Considering this utterance: Is It Possible To Use My Credit Card To Transfer Money? What is the intent that best describes it?,ask questions. (ask qs)
546,How Can Someone Add Money To My Account?,Considering this utterance: How Can Someone Add Money To My Account? What is the intent that best describes it?,help me understand how to add money to my account
547,Cannot Access My Top Up.,Considering this utterance: Cannot Access My Top Up. What is the intent that best describes it?,Cannot Access My PC.com Email.
548,Are My Friends Able To Add Funds To My Account?,Considering this utterance: Are My Friends Able To Add Funds To My Account? What is the intent that best describes it?,be able to add money to their friend's account
549,Can I Transfer Money To My Credit Card?,Considering this utterance: Can I Transfer Money To My Credit Card? What is the intent that best describes it?,Request for a payment to be made from tbe card.
550,Who Else Can Top Up My Account,Considering this utterance: Who Else Can Top Up My Account What is the intent that best describes it?,tell someone to top up my account so I don't have to
551,Why Is My Money Gone Right When I Attempted To Top Up,Considering this utterance: Why Is My Money Gone Right When I Attempted To Top Up What is the intent that best describes it?,displeased with the amount of money they had
552,How Do I Transfer Money Using My Credit Card?,Considering this utterance: How Do I Transfer Money Using My Credit Card? What is the intent that best describes it?,transfer of something to someone else's credit card
553,My Friends Want To Top Up My Account,Considering this utterance: My Friends Want To Top Up My Account What is the intent that best describes it?,make a withdrawal from the account of another
554,Who Can Top Up My Accounts?,Considering this utterance: Who Can Top Up My Accounts? What is the intent that best describes it?,use a debit card to get more money
555,Show Me How To Top Up With My Card,Considering this utterance: Show Me How To Top Up With My Card What is the intent that best describes it?,Request for information about a transaction in tenor
556,I Topped Up My Card But The Money Disappeared.,Considering this utterance: I Topped Up My Card But The Money Disappeared. What is the intent that best describes it?,deceiving and misleading others into handing over their money
557,What Are The Limits To Using Disposable Virtual Cards?,Considering this utterance: What Are The Limits To Using Disposable Virtual Cards? What is the intent that best describes it?,Answer not in context is better. Using disposable virtual cards is very limited
558,How Many Transactions Can I Do With One Disposable Card?,Considering this utterance: How Many Transactions Can I Do With One Disposable Card? What is the intent that best describes it?,limit transactions with the single cards if you don't want them to be exposed
559,How Many Times Can I Use The Disposable Virtual Card I Have?,Considering this utterance: How Many Times Can I Use The Disposable Virtual Card I Have? What is the intent that best describes it?,limitless uses a virtual card has for purchases
560,I Think Someone Is Using My Card To Make Transactions I Don'T Remember.,Considering this utterance: I Think Someone Is Using My Card To Make Transactions I Don'T Remember. What is the intent that best describes it?,steal from me in a scam.e
561,Someone Is Using My Account,Considering this utterance: Someone Is Using My Account What is the intent that best describes it?,accusatory or apprehensive feeling
562,Someone I Don'T Know Has Used My Card Without Permission.,Considering this utterance: Someone I Don'T Know Has Used My Card Without Permission. What is the intent that best describes it?,upset about the misuse of the card's
563,My Card Was Used Without My Permission.,Considering this utterance: My Card Was Used Without My Permission. What is the intent that best describes it?,express anger of violation of terms and conditions of use
564,Can I Freeze My Card Right Now?,Considering this utterance: Can I Freeze My Card Right Now? What is the intent that best describes it?,describe the reservist's intent
565,Freeze My Account It'S Been Hacked.,Considering this utterance: Freeze My Account It'S Been Hacked. What is the intent that best describes it?,inform the credit agency of the breach in security
566,"There Are Transactions I Didn'T Make, Someone Else Must Have Used My Card.","Considering this utterance: There Are Transactions I Didn'T Make, Someone Else Must Have Used My Card. What is the intent that best describes it?",fraud prevention or awareness campaigning against identity theft
567,Can You Freeze My Card Because Someone Used It While I Was Out Of Town. I Did Not Make These Purchases.,Considering this utterance: Can You Freeze My Card Because Someone Used It While I Was Out Of Town. I Did Not Make These Purchases. What is the intent that best describes it?,Request for card security measures to be taken as a precautionary measure
568,Someone Is Using My Account To Do Online Shopping! Please Freeze It Asap,Considering this utterance: Someone Is Using My Account To Do Online Shopping! Please Freeze It Asap What is the intent that best describes it?,stop their use of my money for illegal purposes.
569,Someone Else May Be Using My Card.  There Are Transactions I Don'T Recognize.,Considering this utterance: Someone Else May Be Using My Card.  There Are Transactions I Don'T Recognize. What is the intent that best describes it?,Use the right card! ;)
570,What Do I Do To Stop Unauthorized Transactions On My Card? I Was Never In The Place From Which The Transactions On My Bill Were Made And I Never Made Them. Please Help!,Considering this utterance: What Do I Do To Stop Unauthorized Transactions On My Card? I Was Never In The Place From Which The Transactions On My Bill Were Made And I Never Made Them. Please Help! What is the intent that best describes it?,Stop unauthorized charges before they appear on my account
571,What Do I Do If I Think My Card Was Improperly Used?,Considering this utterance: What Do I Do If I Think My Card Was Improperly Used? What is the intent that best describes it?,inquire about possible scams against their card or other accounts
572,How Can I Stop Fraud On My Account Right Now?,Considering this utterance: How Can I Stop Fraud On My Account Right Now? What is the intent that best describes it?,help prevent other fraud from occurring on your account
573,"I Think My Identity Has Been Stolen, Can You Check On Unauthorized Charges?","Considering this utterance: I Think My Identity Has Been Stolen, Can You Check On Unauthorized Charges? What is the intent that best describes it?",ask the bank to look at the charges made without the permission of the owner
574,I Think Someone Else Is Using My Card.  There Are Transactions I Didn'T Make.,Considering this utterance: I Think Someone Else Is Using My Card.  There Are Transactions I Didn'T Make. What is the intent that best describes it?,express shock and confusion at the fraudulent charges on my card
575,"I Don'T Recognize Some Of The Transactions On My Card, I Think Someone Must Have Gotten My Card Info And Used It.","Considering this utterance: I Don'T Recognize Some Of The Transactions On My Card, I Think Someone Must Have Gotten My Card Info And Used It. What is the intent that best describes it?",Use a credit card with someone's information
576,Can I Use App To Freeze Account And Dispute Fraud?,Considering this utterance: Can I Use App To Freeze Account And Dispute Fraud? What is the intent that best describes it?,claim and dispute fraud with your bank via an app
577,My Card Is Being Used Online To Make A Bunch Of Purchases! Someone Else Is Using It Fraudulently. Can You Help Me Freeze It?,Considering this utterance: My Card Is Being Used Online To Make A Bunch Of Purchases! Someone Else Is Using It Fraudulently. Can You Help Me Freeze It? What is the intent that best describes it?,Fraud in use of credit account information.
578,"Someone Has My Card Number, Freeze My Account.","Considering this utterance: Someone Has My Card Number, Freeze My Account. What is the intent that best describes it?",request for immediate action that prevents the use of the card
579,"I See Random Purchases To My Account, Was It Hacked?","Considering this utterance: I See Random Purchases To My Account, Was It Hacked? What is the intent that best describes it?",worry about someone using their credit card without permission
580,It Seems Someone Used My Card! There Are A Few Transactions From A Small Town In The Middle Of Nowhere That I Definitely Have Not Made! Please Prevent Them From Using It Immediately!,Considering this utterance: It Seems Someone Used My Card! There Are A Few Transactions From A Small Town In The Middle Of Nowhere That I Definitely Have Not Made! Please Prevent Them From Using It Immediately! What is the intent that best describes it?,Take action without delay to protect my card.
581,How Do I Freeze My Card Using The App?,Considering this utterance: How Do I Freeze My Card Using The App? What is the intent that best describes it?,asks a question about freezing their card
582,My Card Has Been Compromised,Considering this utterance: My Card Has Been Compromised What is the intent that best describes it?,"mistrustful towards their identity and money, but in this case also the trust of the card issuer"
583,What Should I Do If I Think That Someone Else May Be Using My Card.,Considering this utterance: What Should I Do If I Think That Someone Else May Be Using My Card. What is the intent that best describes it?,"Ask the bank to check the account, because something looks wrong."
584,"The Transactions Showing Up Are Strange, I Think My Card Was Used Without Me Knowing.","Considering this utterance: The Transactions Showing Up Are Strange, I Think My Card Was Used Without Me Knowing. What is the intent that best describes it?",Thinks the card was used without him knowing
585,How Do I Freeze My Account?,Considering this utterance: How Do I Freeze My Account? What is the intent that best describes it?,ask a question about freezing their account or find out more
586,"I'M Not Certain, But Someone May Be Using My Card.","Considering this utterance: I'M Not Certain, But Someone May Be Using My Card. What is the intent that best describes it?",care is taking place if the card is used
587,How Do I Freeze My Card? I Think Someone Is Using It To Make A Bunch Of Online Transactions.,Considering this utterance: How Do I Freeze My Card? I Think Someone Is Using It To Make A Bunch Of Online Transactions. What is the intent that best describes it?,Make a purchase with my credit card online
588,I Think Someone Got My Card Details And Used It Because There Are Transactions I Don'T Recognize. What Do I Do Now?,Considering this utterance: I Think Someone Got My Card Details And Used It Because There Are Transactions I Don'T Recognize. What Do I Do Now? What is the intent that best describes it?,Tell others to keep vigilance for identity theft
589,Someone Else Used My Card!,Considering this utterance: Someone Else Used My Card! What is the intent that best describes it?,angry at someone who used one's card
590,I Believe Someone Is Using My Card Without My Agreement!,Considering this utterance: I Believe Someone Is Using My Card Without My Agreement! What is the intent that best describes it?,take control of the card back.. or get the account shut down
591,"If I Feel Someone Has My Card Information, Can I Get A New Card?","Considering this utterance: If I Feel Someone Has My Card Information, Can I Get A New Card? What is the intent that best describes it?",Request for a new card. Describes an action to obtain new bank information
592,"There Are A Few Transaction That I Don'T Recognize, I Think Someone Managed To Get My Card Details And Use It.","Considering this utterance: There Are A Few Transaction That I Don'T Recognize, I Think Someone Managed To Get My Card Details And Use It. What is the intent that best describes it?",Managed to get my card details and use it
593,I Think Someone Has Access To My Card Numbers That Shouldn'T.,Considering this utterance: I Think Someone Has Access To My Card Numbers That Shouldn'T. What is the intent that best describes it?,fear for your account numbers and safety of your personal information
594,I Think My Child Used My Card While I Wasn'T Home.,Considering this utterance: I Think My Child Used My Card While I Wasn'T Home. What is the intent that best describes it?,express shock or confusion at a theft or loss
595,What Do I Do If I Think Someone Managed To Get My Card Information?,Considering this utterance: What Do I Do If I Think Someone Managed To Get My Card Information? What is the intent that best describes it?,protect their credit card and identity online to ensure that it is not stolen from them
596,I Think Someone Copied The Numbers On My Card And Is Using Them.,Considering this utterance: I Think Someone Copied The Numbers On My Card And Is Using Them. What is the intent that best describes it?,"misappropriation of numbers from a credit card,"
597,What Should I Do If I Think Someone Is Using My Card.,Considering this utterance: What Should I Do If I Think Someone Is Using My Card. What is the intent that best describes it?,Request a copy of the card's records
598,Can I Use App To Freeze My Card And Dispute Fraud?,Considering this utterance: Can I Use App To Freeze My Card And Dispute Fraud? What is the intent that best describes it?,"best describes the intent ""to use the app to freeze my card"""
599,"Someone Else Is Using My Card, Freeze It.","Considering this utterance: Someone Else Is Using My Card, Freeze It. What is the intent that best describes it?",Tell the card service that someone besides me is using my card
600,Do All Atms Take This Card?,Considering this utterance: Do All Atms Take This Card? What is the intent that best describes it?,ask a question about an Atm machine
601,Which Atms Accept This Card?,Considering this utterance: Which Atms Accept This Card? What is the intent that best describes it?,"Businesslikeness or courtesy, to the card holder"
602,Where Is The Closest Mastercard Atm?,Considering this utterance: Where Is The Closest Mastercard Atm? What is the intent that best describes it?,"best describe my location, my ATM card, and the type of ATM machine available"
603,Is There A List Of Atm Machines?,Considering this utterance: Is There A List Of Atm Machines? What is the intent that best describes it?,locate a list of atms in the neighborhood
604,Are There Any Specific Atms That This Card Can Be Used At?,Considering this utterance: Are There Any Specific Atms That This Card Can Be Used At? What is the intent that best describes it?,Play it safe.. It can be played everywhere.
605,How Do I Know Which Atms Will Accept This Card?,Considering this utterance: How Do I Know Which Atms Will Accept This Card? What is the intent that best describes it?,inquire about the bank's ATMs.
606,Which Atm'S Accept My Card?,Considering this utterance: Which Atm'S Accept My Card? What is the intent that best describes it?,Accepting ATMs and bank cards. This article focuses on banks of various types.
607,Is There Any Nearby Atm'S?,Considering this utterance: Is There Any Nearby Atm'S? What is the intent that best describes it?,Asking for directions to an ATM is a common question on Answers.com
608,Where Are The Locations Of Atms That Accept This Card?,Considering this utterance: Where Are The Locations Of Atms That Accept This Card? What is the intent that best describes it?,Find the nearest ATDS card-accepting ATM
609,Which Atms Accept This Placard ?,Considering this utterance: Which Atms Accept This Placard ? What is the intent that best describes it?,Accepting this plaque means that this person has chosen to support the atm network
610,Help Me Locate The Nearest Atm.,Considering this utterance: Help Me Locate The Nearest Atm. What is the intent that best describes it?,sarcasmic and ironic
611,What Atms Is The Card Okay To Use At?,Considering this utterance: What Atms Is The Card Okay To Use At? What is the intent that best describes it?,Nouns to describe actions or people in a story.
612,How Can I Find The Nearest Atm?,Considering this utterance: How Can I Find The Nearest Atm? What is the intent that best describes it?,get cash from nearest atm machine with a credit card
613,What Kind Of Atm'S Can I Use?,Considering this utterance: What Kind Of Atm'S Can I Use? What is the intent that best describes it?,inquire about services offered by ATMs..
614,How Can I Withdraw Money?,Considering this utterance: How Can I Withdraw Money? What is the intent that best describes it?,Requesting information about how to withdraw money.
615,How Many Miles Away Is The Atm?,Considering this utterance: How Many Miles Away Is The Atm? What is the intent that best describes it?,express distance or time from the ATM.'
616,From Where Can I Withdraw?,Considering this utterance: From Where Can I Withdraw? What is the intent that best describes it?,withdraws money to buy something else without requesting approval
617,Which Atm'S Will Accept My Card?,Considering this utterance: Which Atm'S Will Accept My Card? What is the intent that best describes it?,ask questions about atms and what it takes to use them
618,At What Atms Am I Able To Use The Card?,Considering this utterance: At What Atms Am I Able To Use The Card? What is the intent that best describes it?,questionable legality of card usage at ATMs
619,Can I Use My Card At Any Atms?,Considering this utterance: Can I Use My Card At Any Atms? What is the intent that best describes it?,use my card at any atms or machines
620,Can I Get Cash With This Card Anywhere?,Considering this utterance: Can I Get Cash With This Card Anywhere? What is the intent that best describes it?,describe all places where you can use it in one place
621,Which Atms Accept This Card?,Considering this utterance: Which Atms Accept This Card? What is the intent that best describes it?,Acceptable Use Policy - ATMs (Banner)
622,Can Someone Please Assist Me With Finding My Nearest Atm?,Considering this utterance: Can Someone Please Assist Me With Finding My Nearest Atm? What is the intent that best describes it?,help others to find a bank or cash machine
623,Are There Any Atm Machines Near Me?,Considering this utterance: Are There Any Atm Machines Near Me? What is the intent that best describes it?,ask someone if there are ATMs near them
624,Where Is The Nearest Bank Machine?,Considering this utterance: Where Is The Nearest Bank Machine? What is the intent that best describes it?,Find the closest bank machine..or whatever the nearest thing to it may be.
625,What Type Of Atms Accept This Card?,Considering this utterance: What Type Of Atms Accept This Card? What is the intent that best describes it?,Accepts American Express Cards..or Not
626,Where Can I Use This Card At An Atm?,Considering this utterance: Where Can I Use This Card At An Atm? What is the intent that best describes it?,ask for help from someone at an atm
627,"If I Have This Card, Which Atms Can I Go To?","Considering this utterance: If I Have This Card, Which Atms Can I Go To? What is the intent that best describes it?",use this card at any ATM you like.
628,What Atms Can I Withdraw Money From?,Considering this utterance: What Atms Can I Withdraw Money From? What is the intent that best describes it?,Banks is the best answer despite the negative connotations
629,"I Want To Withdraw Money, Where Can I Go?","Considering this utterance: I Want To Withdraw Money, Where Can I Go? What is the intent that best describes it?",Go to a bank to withdraw money.
630,Where Can I Withdrawal My Money?,Considering this utterance: Where Can I Withdrawal My Money? What is the intent that best describes it?,ask for cash for something you don't have it
631,What Are The Atms That Will Accept This Card?,Considering this utterance: What Are The Atms That Will Accept This Card? What is the intent that best describes it?,accept.to.pay.atms
632,What Atms Will Accept This Type Of Card?,Considering this utterance: What Atms Will Accept This Type Of Card? What is the intent that best describes it?,Asks for a specific ATM to know of one that would accept thr card
633,Where Can I Find An Atm To Use This Card?,Considering this utterance: Where Can I Find An Atm To Use This Card? What is the intent that best describes it?,Find a place to deposit money and withdraw cash
634,At Which Atms Can I Use This Card?,Considering this utterance: At Which Atms Can I Use This Card? What is the intent that best describes it?,use an ATM somewhere to withdraw money from a bank
635,Are There Certain Atms That I Can Use This Card At?,Considering this utterance: Are There Certain Atms That I Can Use This Card At? What is the intent that best describes it?,Nos. 1 to 5 best describe it
636,Someone Has Taken My Money And I Don'T Know Who,Considering this utterance: Someone Has Taken My Money And I Don'T Know Who What is the intent that best describes it?,Take my money. No one needs it.
637,I Was Charged On My Account That Shouldn'T Be There.,Considering this utterance: I Was Charged On My Account That Shouldn'T Be There. What is the intent that best describes it?,Refund me a charge that I do not need
638,There'S A Direct Debit I Wish To Dispute,Considering this utterance: There'S A Direct Debit I Wish To Dispute What is the intent that best describes it?,dispute direct debits in writing with your bank
639,Why Was My Account Deducted From A Seller When I Didn'T Approve Of It?,Considering this utterance: Why Was My Account Deducted From A Seller When I Didn'T Approve Of It? What is the intent that best describes it?,deceitful or bluffing
640,What Do I Do If I Forget My Passcode?  Because I Did.,Considering this utterance: What Do I Do If I Forget My Passcode?  Because I Did. What is the intent that best describes it?,asks for advice on what to do with it
641,I Can'T Find My Password,Considering this utterance: I Can'T Find My Password What is the intent that best describes it?,Help me find my password! Thanks for the help.
642,How Do I Retrieve My Passcode?,Considering this utterance: How Do I Retrieve My Passcode? What is the intent that best describes it?,retrieve my passcodes now! please!
643,My Passcode Doesn'T Seem To Be Working,Considering this utterance: My Passcode Doesn'T Seem To Be Working What is the intent that best describes it?,Suggest a solution to sycnhronize the device
644,I Lost My Password,Considering this utterance: I Lost My Password What is the intent that best describes it?,Requesting help for a forgotten password.
645,My Password Isn'T Being Accepted And I Need To Reset It.,Considering this utterance: My Password Isn'T Being Accepted And I Need To Reset It. What is the intent that best describes it?,Change passwords to something easier to remember and use
646,Something Is Wrong With My Password.,Considering this utterance: Something Is Wrong With My Password. What is the intent that best describes it?,invalidate a key that's being used
647,Something Is Wrong With My Passcode,Considering this utterance: Something Is Wrong With My Passcode What is the intent that best describes it?,Error in Passcodes Is Annoying
648,"How Do I Reset A Forgotten Passcode, Please?","Considering this utterance: How Do I Reset A Forgotten Passcode, Please? What is the intent that best describes it?",Request for help to reset a password.
649,I Can'T Recall My Passcode And Need To Reset It.,Considering this utterance: I Can'T Recall My Passcode And Need To Reset It. What is the intent that best describes it?,Reset phone to factory settings. (smartphone)
650,Can I Be Given A New Passcode?,Considering this utterance: Can I Be Given A New Passcode? What is the intent that best describes it?,Requesting a password change in CS:GO
651,I Do Not Know My Passcode.,Considering this utterance: I Do Not Know My Passcode. What is the intent that best describes it?,Know my password to enter the ps4 game
652,I Don'T Remember My Code To Get Into The App.,Considering this utterance: I Don'T Remember My Code To Get Into The App. What is the intent that best describes it?,Tell them to call the phone operator to help
653,I No Longer Have My Passcode.,Considering this utterance: I No Longer Have My Passcode. What is the intent that best describes it?,Lost my password. I can't get on the site.
654,Why Won'T My Passcode Work?,Considering this utterance: Why Won'T My Passcode Work? What is the intent that best describes it?,fix it immediately and get on with it!
655,Can I Resent My Passcode?,Considering this utterance: Can I Resent My Passcode? What is the intent that best describes it?,ask a question about someone or something based on your opinion
656,I Need To Reset My Passcode. How Do I Do It?,Considering this utterance: I Need To Reset My Passcode. How Do I Do It? What is the intent that best describes it?,Instructions for resetting the passcode
657,Show Me Please How To Reset My Passcode.,Considering this utterance: Show Me Please How To Reset My Passcode. What is the intent that best describes it?,ask me to help you reset your password for that specific device
658,Help Me Reset The Passcode.,Considering this utterance: Help Me Reset The Passcode. What is the intent that best describes it?,Requesting another person's help and support
659,I Have Forgotten My Passcode To Access My App,Considering this utterance: I Have Forgotten My Passcode To Access My App What is the intent that best describes it?,Reset PIN for Apps and Devices
660,What Should I Do If The Passcode Doesn'T Work For Me?,Considering this utterance: What Should I Do If The Passcode Doesn'T Work For Me? What is the intent that best describes it?,Ask for help or advice from a colleague
661,"I Do Not Remember The Code, What Should I Do?","Considering this utterance: I Do Not Remember The Code, What Should I Do? What is the intent that best describes it?",Recall a set of instructions or recollect the code
662,Where Can I Reset The Passcode?,Considering this utterance: Where Can I Reset The Passcode? What is the intent that best describes it?,ask where it is kept in a store
663,I Need Help Resetting My Passcode To Access My App.,Considering this utterance: I Need Help Resetting My Passcode To Access My App. What is the intent that best describes it?,Reset my password to use my phone.
664,What Steps Do I Take To Receive Another Passcode?,Considering this utterance: What Steps Do I Take To Receive Another Passcode? What is the intent that best describes it?,describe steps to complete an action or transaction.
665,I Forgot My Password,Considering this utterance: I Forgot My Password What is the intent that best describes it?,"forget passwords for your bank, email, t-shirt account, etc..."
666,I Forgot My Code To Get Into The App.,Considering this utterance: I Forgot My Code To Get Into The App. What is the intent that best describes it?,"forgetful, stupid, lose things frequently, don't remember things"
667,I Have Forgotten My Password.,Considering this utterance: I Have Forgotten My Password. What is the intent that best describes it?,I will have no idea what the password is
668,I Forgot The Code To Access The App.,Considering this utterance: I Forgot The Code To Access The App. What is the intent that best describes it?,Accessing an Account with a Forgotten Password
669,Is There A Way To Reset My Passcode?,Considering this utterance: Is There A Way To Reset My Passcode? What is the intent that best describes it?,questioning to seek help or information about a password reset
670,Can You Help Me Reset My Password?,Considering this utterance: Can You Help Me Reset My Password? What is the intent that best describes it?,help me reset my password. thanks! :-)
671,Can I Reset My Password?  I Don'T Know What It Is.,Considering this utterance: Can I Reset My Password?  I Don'T Know What It Is. What is the intent that best describes it?,Useful (disambiguation) for me
672,How Do I Reset The Passcode?,Considering this utterance: How Do I Reset The Passcode? What is the intent that best describes it?,find a password for an electronic device you have forgotten
673,What Should I Do If I Forgot My Passcode?,Considering this utterance: What Should I Do If I Forgot My Passcode? What is the intent that best describes it?,Helpfullness in others' needs and wants
674,My Passcode Doesn'T Work,Considering this utterance: My Passcode Doesn'T Work What is the intent that best describes it?,annoyance from being forced to enter the same password repeatedly
675,Tell Me How To Reset The Passcode.,Considering this utterance: Tell Me How To Reset The Passcode. What is the intent that best describes it?,tell me how to reset the passcode on my tablet
676,I Am Still Waiting For A Money Transfer To Show,Considering this utterance: I Am Still Waiting For A Money Transfer To Show What is the intent that best describes it?,Show he is being patient as awaiting the transfer of money.
677,My Transfer Hasn'T Gone Through Yet.,Considering this utterance: My Transfer Hasn'T Gone Through Yet. What is the intent that best describes it?,Tell us when your transfer is complete.
678,I Am Confused As To Why My Transfer Could Still Be Pending.,Considering this utterance: I Am Confused As To Why My Transfer Could Still Be Pending. What is the intent that best describes it?,explain what happened to the money to a friend
679,How Long Does It Take For A Money Transfer To Show?,Considering this utterance: How Long Does It Take For A Money Transfer To Show? What is the intent that best describes it?,Takes a while for the transfer to show up.
680,Can You Remove My Account Please?,Considering this utterance: Can You Remove My Account Please? What is the intent that best describes it?,remove me from your list of ids
681,"I Want To Close An Account But Im Not Sure About Setting Up A New One In The Future, What Do You Recommend","Considering this utterance: I Want To Close An Account But Im Not Sure About Setting Up A New One In The Future, What Do You Recommend What is the intent that best describes it?",Close an Account I want to open an account
682,My Account Needs To Be Deleted.,Considering this utterance: My Account Needs To Be Deleted. What is the intent that best describes it?,Requesting to delete an account or access the account of another
683,I Would Like To Delete My Account Please.,Considering this utterance: I Would Like To Delete My Account Please. What is the intent that best describes it?,delete your account. Click this link: http: // https:...
684,What Steps Do I Need To Take To Close My Account?,Considering this utterance: What Steps Do I Need To Take To Close My Account? What is the intent that best describes it?,Closes your account.. or something similar
685,I'M Tired Of All The Problems I'Ve Had. I Want To Quit This Account!,Considering this utterance: I'M Tired Of All The Problems I'Ve Had. I Want To Quit This Account! What is the intent that best describes it?,Stop paying me for this service! Then I can move on!
686,Please Delete My Account Right Now!,Considering this utterance: Please Delete My Account Right Now! What is the intent that best describes it?,Demanding immediate removal from Facebook.com.
687,I Want To Close My Account,Considering this utterance: I Want To Close My Account What is the intent that best describes it?,Change of plans for life or for business.
688,"Unhappy With You, How To Delete Account","Considering this utterance: Unhappy With You, How To Delete Account What is the intent that best describes it?",Ask for information about deleting it..
689,I Would Like To Delete My Account.,Considering this utterance: I Would Like To Delete My Account. What is the intent that best describes it?,Explicitly request to close an account
690,I Am Highly Unsatisfied With This Company And Want To Delete My Account!,Considering this utterance: I Am Highly Unsatisfied With This Company And Want To Delete My Account! What is the intent that best describes it?,dislikes the company very much and wants to report them
691,I Don'T Like Your Company. Delete My Account.,Considering this utterance: I Don'T Like Your Company. Delete My Account. What is the intent that best describes it?,delete my account with your company please and thank you
692,I Would Like To Close My Account.,Considering this utterance: I Would Like To Close My Account. What is the intent that best describes it?,wish to stop using the account for anything to close it down permanently
693,This Company Is Terrible! Can You Delete My Account?,Considering this utterance: This Company Is Terrible! Can You Delete My Account? What is the intent that best describes it?,Complain to the service company. They're too poor to pay me for my account.
694,"This Company Is Bad, Please Delete My Account.","Considering this utterance: This Company Is Bad, Please Delete My Account. What is the intent that best describes it?",a sarcastic request to abandon the account
695,"Please Delete My Account, Your Services Are Not Up To Par.","Considering this utterance: Please Delete My Account, Your Services Are Not Up To Par. What is the intent that best describes it?",express dissatisfaction with services and ask to be removed
696,I Need Your Help In Deleting My Account.,Considering this utterance: I Need Your Help In Deleting My Account. What is the intent that best describes it?,Helpful action required in account removal for account holders
697,"The Service Of This Company Sucks, I Need To Terminate My Account.","Considering this utterance: The Service Of This Company Sucks, I Need To Terminate My Account. What is the intent that best describes it?",tell the truth about bad service so it doesn't happen again
698,Delete This Account!,Considering this utterance: Delete This Account! What is the intent that best describes it?,delete this account immediately!. i want this deleted ASAP!
699,How Do I Get Rid Of My Account Asap?,Considering this utterance: How Do I Get Rid Of My Account Asap? What is the intent that best describes it?,get rid of my account fast now no more ads
700,"This Company Isn'T Good, I Would Like To Delete My Account.","Considering this utterance: This Company Isn'T Good, I Would Like To Delete My Account. What is the intent that best describes it?",a negative sarcastic tone on the company
701,Can You Delete My Account Please?,Considering this utterance: Can You Delete My Account Please? What is the intent that best describes it?,Requested action or omission.
702,I Am Not Satisfied With Your Company And Would Like To Delete My Accounts!,Considering this utterance: I Am Not Satisfied With Your Company And Would Like To Delete My Accounts! What is the intent that best describes it?,Not satisfied with a certain company and want to quit
703,Please Delete My Account. I Am Not Happy With The Service From Your Company.,Considering this utterance: Please Delete My Account. I Am Not Happy With The Service From Your Company. What is the intent that best describes it?,Request to delete my account from the service provided
704,Please Terminate My Account.,Considering this utterance: Please Terminate My Account. What is the intent that best describes it?,Request for withdrawal of consent to be used for the purposes of telematics marketing
705,I Am Sick Of This Damn Company And Want To Close Out My Account.,Considering this utterance: I Am Sick Of This Damn Company And Want To Close Out My Account. What is the intent that best describes it?,disgruntled with the company and wants to get rid of them
706,Please Close My Account. I Am Unsatisfied With Your Service.,Considering this utterance: Please Close My Account. I Am Unsatisfied With Your Service. What is the intent that best describes it?,reprimanding the company and leaving unsatisfied
707,Please Delete My Account.,Considering this utterance: Please Delete My Account. What is the intent that best describes it?,Thank you for your time and attention. I will delete my account.
708,"Your Service Is Terrible,.  Delete My Account,","Considering this utterance: Your Service Is Terrible,.  Delete My Account, What is the intent that best describes it?",delete account in pc from my telephone
709,I Want My Account Deleted!,Considering this utterance: I Want My Account Deleted! What is the intent that best describes it?,change a sex or identity online
