,utterance,prompt,bigscience/T0pp
570,What Do I Do To Stop Unauthorized Transactions On My Card? I Was Never In The Place From Which The Transactions On My Bill Were Made And I Never Made Them. Please Help!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Stop unauthorized transactions on your credit card.
571,What Do I Do If I Think My Card Was Improperly Used?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Think about the intent of your words. Write down that intent.
572,How Can I Stop Fraud On My Account Right Now?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,stop fraud right now.com online scams
573,"I Think My Identity Has Been Stolen, Can You Check On Unauthorized Charges?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,check for unauthorized charges on their credit card
574,I Think Someone Else Is Using My Card.  There Are Transactions I Didn'T Make.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Dispute the card's use by someone else
575,"I Don'T Recognize Some Of The Transactions On My Card, I Think Someone Must Have Gotten My Card Info And Used It.",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,fraud or theft of money or property from a bank account
576,Can I Use App To Freeze Account And Dispute Fraud?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Useful feature that works very well. I like these.
577,My Card Is Being Used Online To Make A Bunch Of Purchases! Someone Else Is Using It Fraudulently. Can You Help Me Freeze It?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Fraudulently is the word that best describes the speaker's intent.
578,"Someone Has My Card Number, Freeze My Account.",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,freeze my account from someone who has my number
579,"I See Random Purchases To My Account, Was It Hacked?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,bewildered that there are so many charges
580,It Seems Someone Used My Card! There Are A Few Transactions From A Small Town In The Middle Of Nowhere That I Definitely Have Not Made! Please Prevent Them From Using It Immediately!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Stop Them! They have my credit card
581,How Do I Freeze My Card Using The App?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,How Do I Freeze My Card Using The App?
582,My Card Has Been Compromised,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Scam or fraud has been committed on me.
583,What Should I Do If I Think That Someone Else May Be Using My Card.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Check your statements for fraudulent activity immediately. Contact your issuing bank to cancel your card if they suspect that unauthorized use of it is in progress.
584,"The Transactions Showing Up Are Strange, I Think My Card Was Used Without Me Knowing.",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,thought the card had been stolen without me knowing
585,How Do I Freeze My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,take money from the account and freeze it.
586,"I'M Not Certain, But Someone May Be Using My Card.",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,fear/anger/sense of danger
587,How Do I Freeze My Card? I Think Someone Is Using It To Make A Bunch Of Online Transactions.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask someone to call the bank for help freezing a card
588,I Think Someone Got My Card Details And Used It Because There Are Transactions I Don'T Recognize. What Do I Do Now?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use your credit card wisely and keep an eye on your card statements
589,Someone Else Used My Card!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,upset or worried at being robbed of something
590,I Believe Someone Is Using My Card Without My Agreement!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,believe that someone is using my card without my agreement
591,"If I Feel Someone Has My Card Information, Can I Get A New Card?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,lose control of your wallet or phone and feel vulnerable
592,"There Are A Few Transaction That I Don'T Recognize, I Think Someone Managed To Get My Card Details And Use It.",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,fraud or other crime related to fraud of credit card
593,I Think Someone Has Access To My Card Numbers That Shouldn'T.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,be careful of what you do online (for example)
594,I Think My Child Used My Card While I Wasn'T Home.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Fraudulently deceived the merchant or financial services provider
595,What Do I Do If I Think Someone Managed To Get My Card Information?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,steal credit card information from people without their knowledge
596,I Think Someone Copied The Numbers On My Card And Is Using Them.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use fraud based numbers to steal my card
597,What Should I Do If I Think Someone Is Using My Card.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Tell police immediately. Otherwise the police will arrest you.
598,Can I Use App To Freeze My Card And Dispute Fraud?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use the app and dispute fraud id
599,"Someone Else Is Using My Card, Freeze It.",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,freeze it and keep it out of their hands
600,Do All Atms Take This Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,take this card and give it to an atm
601,Which Atms Accept This Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,banknotes and coins - which are accepted at most atms
602,Where Is The Closest Mastercard Atm?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,locate the atm machine closest to me?
603,Is There A List Of Atm Machines?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,help me find the machine closest to me i need to withdraw some cash
604,Are There Any Specific Atms That This Card Can Be Used At?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Playing Card (disambiguation)
605,How Do I Know Which Atms Will Accept This Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Know Acceptance atms will accept this card
606,Which Atm'S Accept My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,accept my card atm's i go
607,Is There Any Nearby Atm'S?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,questioning an omitted item in the speaker's environment
608,Where Are The Locations Of Atms That Accept This Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,accept this card atms where the locations
609,Which Atms Accept This Placard ?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,accept this card atms only at the locations indicated above
610,Help Me Locate The Nearest Atm.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Help (album) Counting the hours
611,What Atms Is The Card Okay To Use At?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Useful for people who want to use their smart card at ATMs
612,How Can I Find The Nearest Atm?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,find the nearest atm card reader or ATM
613,What Kind Of Atm'S Can I Use?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express a need to find the nearest ATM
614,How Can I Withdraw Money?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,withdraw money from the bank with your card online
615,How Many Miles Away Is The Atm?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,count the distance between the nearest ATM and the speaker
616,From Where Can I Withdraw?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,withdraw your money from where can i withdraw?
617,Which Atm'S Will Accept My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Acceptance is the intent of the verb.
618,At What Atms Am I Able To Use The Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use the card wherever MasterCard is accepted..
619,Can I Use My Card At Any Atms?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use more than one payment method in a transaction
620,Can I Get Cash With This Card Anywhere?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Use it for any reason not related to money
621,Which Atms Accept This Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Accept This Card (single) | eBay
622,Can Someone Please Assist Me With Finding My Nearest Atm?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,locate an atm near me at least one
623,Are There Any Atm Machines Near Me?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask if they have ATM machines close by
624,Where Is The Nearest Bank Machine?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"locate the nearest bank machine, or ATM, to me"
625,What Type Of Atms Accept This Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,machine type or location-based feature of atms
626,Where Can I Use This Card At An Atm?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Usefulness of this card. [substeps] ATMs accept credit and debit cards.
627,"If I Have This Card, Which Atms Can I Go To?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,get money from atms with this card
628,What Atms Can I Withdraw Money From?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask where you can withdraw a certain amount of money
629,"I Want To Withdraw Money, Where Can I Go?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,withdraw from bank account of a person using his debit card
630,Where Can I Withdrawal My Money?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Where Can I Withdrawal My Money?
631,What Are The Atms That Will Accept This Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Accepting a card is not the same as using it.
632,What Atms Will Accept This Type Of Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,inquire about the nearest ATM to use the card
633,Where Can I Find An Atm To Use This Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Find an ATM near me now!. adagio
634,At Which Atms Can I Use This Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use this card at any atm nationwide.
635,Are There Certain Atms That I Can Use This Card At?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,cardholders able to use the card at particular times and places
636,Someone Has Taken My Money And I Don'T Know Who,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Someone took my money, and I don't know who."
637,I Was Charged On My Account That Shouldn'T Be There.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Refunds and credits are issued by a credit card company.
638,There'S A Direct Debit I Wish To Dispute,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,dispute the direct debit from the bank account of the speaker
639,Why Was My Account Deducted From A Seller When I Didn'T Approve Of It?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express anger towards their bank for not giving them the money back
640,What Do I Do If I Forget My Passcode?  Because I Did.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask someone for your password to retrieve it.
641,I Can'T Find My Password,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Repetitive strain injury, also called Reflex Sympathetic Dystrophy"
642,How Do I Retrieve My Passcode?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask the question. how do i retrieve my password?
643,My Passcode Doesn'T Seem To Be Working,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Fixing the code is too time consuming
644,I Lost My Password,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,describe a lost password to gmail on yelp
645,My Password Isn'T Being Accepted And I Need To Reset It.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Reset Password and I Need To Reuse The New One
646,Something Is Wrong With My Password.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Something needs to be fixed. The error code means there is either a problem with the password or it needs further checking.
647,Something Is Wrong With My Passcode,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Suggest something to me so I can fix it
648,"How Do I Reset A Forgotten Passcode, Please?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,set it up on the computer again. (how to reset an ipad)
649,I Can'T Recall My Passcode And Need To Reset It.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Need help with passwords, a way to access things, and regaining access"
650,Can I Be Given A New Passcode?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Asking something specific about the password in question
651,I Do Not Know My Passcode.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,passcode not known error code 0x00
652,I Don'T Remember My Code To Get Into The App.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Remember (disambiguation) - wikipedia
653,I No Longer Have My Passcode.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express the feeling of being betrayed by one's own passcode
654,Why Won'T My Passcode Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Why Won'T My Passcode Work?
655,Can I Resent My Passcode?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Request a new passcode for something he or she wants.
656,I Need To Reset My Passcode. How Do I Do It?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask someone for assistance in resetting your password
657,Show Me Please How To Reset My Passcode.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,tell me how to reset this password. and i will show you. how.
658,Help Me Reset The Passcode.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Asks for assistance on something specific..
659,I Have Forgotten My Passcode To Access My App,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Relatives and other people can help
660,What Should I Do If The Passcode Doesn'T Work For Me?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask the help desk about what to do to get into the phone
661,"I Do Not Remember The Code, What Should I Do?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"remember the codes, what should i do"
662,Where Can I Reset The Passcode?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,find the i phone's reset button
663,I Need Help Resetting My Passcode To Access My App.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Help me with my password. Thanks. [header] How to reset a forgot phone passcode on an apple device [title] Access the apple store on your phone.
664,What Steps Do I Take To Receive Another Passcode?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,do something again.. take another passcode
665,I Forgot My Password,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Lost and forgotten means that someone has forgotten an utterance.
666,I Forgot My Code To Get Into The App.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,forgetfullness of code to the app
667,I Have Forgotten My Password.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"describe something or someone very quickly and briefly, with a simple sentence"
668,I Forgot The Code To Access The App.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,forget or misplace the code needed to access the
669,Is There A Way To Reset My Passcode?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,find out how to reset my passwords on phone
670,Can You Help Me Reset My Password?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask for help with a password reset over the phone
671,Can I Reset My Password?  I Don'T Know What It Is.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Help others solve their password problems. I can help.
672,How Do I Reset The Passcode?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,help me understand what I'm doing wrong
673,What Should I Do If I Forgot My Passcode?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,take a breath of the air and start again
674,My Passcode Doesn'T Work,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Complaining about the password not working properly
675,Tell Me How To Reset The Passcode.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Tell me how to do it.. Please
676,I Am Still Waiting For A Money Transfer To Show,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,wait for transfer to show up on bank account
677,My Transfer Hasn'T Gone Through Yet.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,negative emotion/statement about being without money
678,I Am Confused As To Why My Transfer Could Still Be Pending.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"confusion, pending and transfer all combine to form this utterance"
679,How Long Does It Take For A Money Transfer To Show?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"show, transfer, timeframes ii"
680,Can You Remove My Account Please?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Request that something be removed from an online account
681,"I Want To Close An Account But Im Not Sure About Setting Up A New One In The Future, What Do You Recommend",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,close an account and open another one in the future
682,My Account Needs To Be Deleted.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,delete my account from google play services. please.
683,I Would Like To Delete My Account Please.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"delete, account, ask, likes."
684,What Steps Do I Need To Take To Close My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Close Your Accounts Fastly With These Tips
685,I'M Tired Of All The Problems I'Ve Had. I Want To Quit This Account!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,quitting a job after having problems with it
686,Please Delete My Account Right Now!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask someone to delete your account immediately. <unk>
687,I Want To Close My Account,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,close my account yahoo messenger ira
688,"Unhappy With You, How To Delete Account",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express contempt for someone or something that makes someone unhappy
689,I Would Like To Delete My Account.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,wish to delete me account in facebook app & web
690,I Am Highly Unsatisfied With This Company And Want To Delete My Account!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,upset and disappointed at the service you receive from the company or a person you have never even met
691,I Don'T Like Your Company. Delete My Account.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,dislike something sincerely and voluntarily give it away
692,I Would Like To Close My Account.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Request for a refund of my money (disclaimer)
693,This Company Is Terrible! Can You Delete My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express dissatisfaction with the services and ask to be removed from the system
694,"This Company Is Bad, Please Delete My Account.",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,delete my account now company i want to cancel my current account with
695,"Please Delete My Account, Your Services Are Not Up To Par.",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,cancel membership in an account or service without refund
696,I Need Your Help In Deleting My Account.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,delete my account from facebook help me..
697,"The Service Of This Company Sucks, I Need To Terminate My Account.",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Terminate your plan early without paying the whole year up front
698,Delete This Account!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,destroy this account! delete this facebook account now
699,How Do I Get Rid Of My Account Asap?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask me something quick before I delete this account
700,"This Company Isn'T Good, I Would Like To Delete My Account.",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,i would like to cancel my membership with this company
701,Can You Delete My Account Please?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,delete my account please.. i m so bored with it now
702,I Am Not Satisfied With Your Company And Would Like To Delete My Accounts!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,unsatisfied or disappointed with something
703,Please Delete My Account. I Am Not Happy With The Service From Your Company.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Not satisfied with the service. This could also be interpreted as an expression of discontent with an ongoing situation.
704,Please Terminate My Account.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Delete a file from your computer.
705,I Am Sick Of This Damn Company And Want To Close Out My Account.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,upset over the service and want to leave the company
706,Please Close My Account. I Am Unsatisfied With Your Service.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"adamant, dissatisfied"
707,Please Delete My Account.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express a request for the account to be deleted
708,"Your Service Is Terrible,.  Delete My Account,",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Delete My Account,. Your Service Is Terrible,"
709,I Want My Account Deleted!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,delete my account forever! if you can't
710,I Am Extremely Unhappy With This App And Want To Get Rid Of My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,I want to close my account so I don't have to have this app anymore.
711,How Do I Delete My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,request to delete an account from the social network
712,This Company Sucks! Can You Delete My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,delete my account at this company and my life
713,I Wish To Close My Account. I Do Not Like The Service You Provide.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Dissatisfied with customer service or quality
714,Can You Help Me Get Rid Of My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask for assistance for problems with your account and need someone to help you
715,"I Don'T Find Your Services Useful Anymore, How Do I Delete My Account?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask about deleting an account. or delete an acount in google
716,"Please Delete My Account, This Company Is Not Working For Me!",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,delete my account please! this company sucks
717,I Want To Delete My Account. I'M Unhappy With The Service You'Re Providing.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,unsatisfied customers deleting accounts
718,Can You Tell Me How To Close My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask for help or advice about something or someone
719,This Company Sucks! Can You Terminate My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,sue them to cancel my account because i sucked at their service
720,"What Do I Do If An Atm ""Stole"" My Card?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,lose control of my money or card at an ATM or point of sale terminal
721,How Do I Retrieve My Card From The Machine?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,swipe the card again to the right of the machine
722,I Was Retrieving Money And My Card Wouldn'T Remove.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Retain my money as fast as I can
723,What Do I Do Since The Machine Swallowed My Card. I Need One.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,need one more credit card machine like this one
724,How Do I Get My Card Back After The Atm Has Pulled It In?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask the ATM for your card back after the machine has taken it
725,Atm Took My Card,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,took my car card or card reader at the ATM
726,Is There A Way I Can Get My Atm Card Back From The Machine?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,questioning others about their money and possessions
727,I Think The Atm Ate My Card.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,think the atm ate my card.
728,The Atm Didn'T Give Me The Card Back!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"express anger to an ATM machine, but not to the ATM"
729,How Can I Get My Card Out Of The Damn Atm?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express frustration with the ATM's inability to give you what you want
730,The Atm Won'T Give My Card Back!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,upset to the bank or card-reading machine
731,How Can I Get My Card Back Out?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Get the card back out. I've dropped my wallet.
732,The Atm Machine Stole My Card.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,steal from me in an unjust or unfair manner
733,The Atm At Metro Bank On High St. Kensington Swallowed My Card. How Do I Get It Back?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,get my card back quick quickly!!!!!!!!!!!!!
734,My Atm Got Stuck And I'M Not Sure What To Do.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Not sure how to fix it yet. But I want to do it
735,The Atm Ate My Card.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,upset or angry with the ATM machine at the bank
736,The Atm Won'T Give Me My Card Back.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express surprise and anger about their financial situation and the inability to get their card back.
737,My Card Was Confiscated By An Atm. How Do I Get My Card Back?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Get a new debit card from your bank.
738,What Do I Do If The Atm Ate My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,tell the customer what to do if he needs his card
739,Atm Still Has My Card,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses surprise or disappointment of a transaction
740,What Do I Do If An Atm Ate My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask for help immediately and do not leave the ATM to get help
741,What Happens If The Atm Doesn'T Give Me Back My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Give me everything I want and give me nothing
742,I Can'T Pull My Card Out Of The Atm. Help Me.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Help me please. I'm not sure that I can get it.
743,I Have A Problem!  The Atm Stole My Card!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,remonstrate with the bank
744,Why Would An Atm Swallow My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"express confusion, frustration or anger about the situation"
745,My Card Was Taken By The Atm.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express anger at the machine taking the card from me
746,Help!  The Atm Won'T Give Me My Card Back.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Help! The atm won't give my card back
747,The Stupid Machine Just Swallowed My Card!! I Need A New One Asap,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,replace the card with a new one ASAP
748,How Do I Retrieve A Trapped Card From A Atm?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,help others or admonish others
749,"My Card Is Stuck In The Atm, What Can I Do?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,help the person whose card is stuck in the ATM
750,I Was Getting Cash And Can'T Get My Card Back.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,get in cash quickly from ATMs and can't get your card back
751,"If My Card Is Trapped In The Atm, What Do I Do?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,call a locksmith to get my card unlocked
752,My Card Has Been Swallowed By An Atm,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Stupid Atm ate my card
753,I Was Taking Out Funds And Was Unable To Regain My Card.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,return to your original state of being or original possessions
754,What Should I Do With My Atm That Got Stuck?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,fix it with some glue or scotch tape
755,The Atm At Metro Bank On High St. Kensington Didn'T Return My Card. What Should I Do Now That The Bank Is Closed?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Tell me where to get my card back quickly
756,There Is More Than One Of The Same Transaction On My Account.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Finance and Business 3000 Level 2 Exam Questions
